,area_type,size,total_sqft,bath,balcony,price
9672,0,2,1100,2,1,46.5
9673,1,3,1270,2,2,65.0
9674,0,2,1000,2,1,31.0
9675,0,2,1246,2,1,69.0
9676,0,3,1529,3,3,51.77
9677,0,2,1185,2,2,42.0
9678,0,2,1060,2,1,46.0
9679,0,3,1319,3,1,37.75
9680,0,2,991,2,0,64.0
9681,0,1,662,1,0,38.0
9682,1,2,1200,2,1,110.0
9683,2,3,1400,2,1,78.0
9684,0,3,1575,3,2,80.0
9685,2,2,600,2,0,65.0
9686,2,5,717,5,1,78.0
9687,0,3,1319,3,1,42.0
9688,2,3,2000,3,2,300.0
9689,2,3,600,3,2,85.0
9690,0,2,940,2,1,48.0
9693,2,2,500,1,0,55.0
9694,0,2,1349,2,2,56.7
9695,1,3,3117,3,2,261.0
9696,0,3,1844,3,3,95.0
9698,0,3,2275,4,2,185.0
9701,2,3,900,3,1,79.0
9702,0,3,2648,3,3,238.0
9704,0,3,1372,2,2,48.02
9705,1,3,1455,2,1,45.0
9708,0,3,1475,3,1,80.0
9709,0,3,1788,3,1,164.0
9713,0,3,1315,2,2,60.0
9715,0,3,1721,3,2,93.0
9716,0,2,1059,2,1,62.0
9717,1,2,1184,2,1,55.0
9719,0,3,2223,3,2,300.0
9720,1,3,1480,3,2,75.0
9721,0,2,635,1,1,28.0
9722,2,2,2400,2,1,228.0
9723,1,4,1500,2,0,87.0
9724,0,2,1143,2,1,34.2
9725,2,4,3200,4,1,350.0
9726,2,4,3170,4,3,250.0
9727,1,4,4800,4,3,420.0
9728,0,3,1485,2,2,59.4
9729,0,3,1640,3,2,251.0
9730,0,3,1655,2,1,70.5
9731,0,2,900,2,2,41.0
9733,1,2,1163,2,2,68.0
9737,1,4,2100,3,1,1000.0
9738,0,3,1685,3,3,101.0
9739,1,3,1540,3,3,80.0
9740,0,2,1265,2,1,72.0
9741,0,3,1200,2,3,38.4
9742,1,3,1300,2,1,80.0
9743,0,2,1009,2,1,65.0
9744,0,3,1540,3,2,65.0
9745,1,3,1735,3,3,105.0
9746,2,4,2500,4,3,300.0
9747,0,2,497,1,1,20.0
9748,0,3,2480,4,1,265.0
9749,1,2,1142,2,0,35.0
9750,0,3,1215,2,2,46.8
9752,0,2,1125,2,1,32.49
9754,0,2,1575,2,3,85.0
9755,0,2,1360,2,1,77.61
9756,0,3,1710,3,2,85.0
9757,0,2,1200,2,1,34.65
9758,0,4,2185,3,3,120.0
9759,1,4,2400,4,3,135.0
9760,0,2,1195,2,1,35.84
9762,0,2,1012,2,1,45.0
9763,0,2,998,2,2,65.0
9764,2,3,2400,3,1,250.0
9765,0,2,1130,2,2,85.0
9766,0,3,1744,4,1,210.0
9767,0,4,2733,5,2,259.0
9768,0,3,1354,2,1,98.0
9770,0,2,1389,2,2,94.0
9771,2,4,2970,3,3,130.0
9773,0,2,1172,2,2,75.0
9774,2,3,500,2,1,75.0
9775,0,3,1495,3,2,60.0
9776,0,2,1738,2,1,57.35
9777,0,2,1315,2,2,50.0
9778,0,2,1270,2,3,73.0
9779,0,2,1160,2,1,52.2
9780,0,3,1450,2,1,67.0
9781,1,1,470,1,1,21.0
9782,1,2,1040,2,2,78.0
9783,0,2,1205,2,2,29.0
9784,0,3,1215,2,3,50.0
9786,0,3,1224,2,2,48.95
9787,1,1,664,1,1,34.0
9788,0,3,1160,2,2,42.0
9789,2,2,1200,2,0,105.0
9790,1,3,1220,2,1,35.2
9791,0,2,1328,2,2,69.0
9792,0,2,975,2,2,45.0
9793,1,3,1907,2,1,200.0
9794,1,2,900,2,1,72.0
9795,0,2,1330,2,2,80.0
9796,0,4,2330,5,1,175.0
9797,1,3,1222,3,2,95.0
9798,2,3,4446,3,2,410.0
9799,0,3,2100,3,1,135.0
9800,0,4,3335,4,3,290.0
9801,1,3,3150,3,1,290.0
9802,2,3,1320,2,1,95.0
9804,2,5,8000,5,3,550.0
9805,2,4,2400,5,3,500.0
9807,2,4,2000,4,1,130.0
9808,0,2,1244,2,1,55.0
9810,0,3,1400,3,2,45.0
9812,2,2,1056,1,0,250.0
9818,0,3,1683,3,3,80.0
9819,1,2,1250,2,2,54.0
9820,0,3,1305,2,1,110.0
9821,2,3,3009,3,1,331.0
9822,0,3,1150,2,1,57.5
9823,1,3,1654,3,3,70.0
9826,0,2,1069,2,2,55.0
9827,0,2,750,1,1,18.5
9828,2,4,675,4,0,140.0
9829,1,3,2400,3,1,177.0
9830,2,5,1200,4,2,240.0
9831,2,4,1410,2,0,280.0
9832,0,3,1680,3,3,130.0
9833,0,3,3500,4,2,500.0
9835,2,4,2200,2,0,150.0
9836,0,3,1595,3,1,105.0
9838,2,3,1092,3,1,95.0
9839,0,3,1866,4,2,245.0
9840,0,3,3895,3,2,390.0
9841,0,3,1683,3,2,115.0
9842,0,2,545,2,1,22.34
9843,0,2,1340,2,2,73.0
9844,1,3,1100,3,2,53.0
9845,2,1,2000,1,0,200.0
9846,0,2,1185,2,2,56.0
9848,0,3,1730,3,1,95.0
9849,0,3,1450,3,1,88.6
9850,0,3,1862,4,1,110.0
9851,2,4,4000,5,1,578.0
9852,1,3,2430,5,2,180.0
9855,0,2,1075,2,2,50.0
9856,0,2,1060,2,1,34.0
9857,0,2,850,2,2,32.0
9858,0,2,935,2,1,45.9
9863,1,4,1500,4,1,105.0
9864,1,3,1725,3,3,85.0
9865,0,2,1120,2,3,36.0
9866,0,3,1750,2,2,75.0
9867,0,3,2000,3,2,77.0
9868,1,3,1745,3,3,98.0
9869,2,5,750,3,1,95.0
9870,0,3,1270,2,2,55.25
9871,0,5,5384,5,3,420.0
9873,1,2,1130,2,1,75.0
9875,0,3,1723,3,2,95.0
9876,1,2,1175,2,2,70.5
9877,0,3,1607,2,2,112.0
9878,1,2,1334,2,1,62.0
9879,1,5,2800,5,3,130.0
9881,0,2,1113,2,1,70.0
9882,1,3,1300,2,2,58.0
9885,0,3,1900,3,2,190.0
9886,0,4,5150,4,3,559.0
9889,2,5,1100,5,1,165.0
9890,0,2,1398,2,1,97.0
9891,2,2,1152,1,0,66.0
9893,0,2,1110,2,2,44.95
9894,1,2,1116,2,1,47.0
9895,0,2,1061,2,1,33.84
9896,0,1,620,1,1,86.8
9898,1,2,1270,2,2,57.0
9899,0,2,966,2,2,50.0
9901,2,4,1320,4,3,249.0
9902,0,4,3596,5,1,297.0
9903,0,3,1630,3,2,131.0
9904,0,5,600,6,3,72.0
9905,2,4,600,4,2,60.0
9906,0,2,1202,2,1,65.0
9908,1,2,1300,2,2,80.0
9910,0,3,1360,2,1,70.0
9911,0,2,1155,2,1,69.18
9912,0,3,2378,3,1,310.0
9913,0,2,1011,2,2,38.0
9914,1,2,1203,2,2,72.0
9915,0,3,1645,3,2,113.0
9916,0,3,1364,2,3,50.0
9918,1,1,1050,2,2,41.0
9919,0,3,1365,3,3,66.0
9920,0,3,1252,3,3,70.0
9922,1,2,1065,2,1,58.0
9923,0,3,1270,2,1,55.25
9924,1,2,1032,2,2,45.0
9925,0,4,2900,4,2,325.0
9926,0,3,1515,2,3,69.0
9927,0,2,1427,2,2,52.0
9928,0,2,940,2,2,50.0
9929,2,5,800,5,1,95.0
9930,0,3,1460,2,2,80.0
9931,0,3,2275,4,2,175.0
9932,0,3,1522,3,2,90.0
9933,2,3,3210,4,2,380.0
9934,0,2,1185,2,2,42.67
9936,1,3,1800,3,2,125.0
9937,0,2,940,2,1,44.0
9938,2,4,1200,4,2,135.0
9939,0,3,1530,3,2,71.0
9940,1,2,1050,2,1,48.0
9941,0,2,929,2,2,49.0
9942,1,4,3750,5,3,145.0
9943,0,3,1530,3,3,75.0
9944,2,2,900,2,1,48.0
9945,0,2,978,2,1,34.22
9946,1,4,4041,4,2,345.0
9947,0,1,770,1,2,43.82
9948,1,2,1066,2,3,55.0
9949,0,1,635,1,0,28.0
9951,1,2,1175,2,0,54.05
9953,0,2,1188,2,1,50.0
9954,2,5,2400,5,2,700.0
9955,0,1,620,1,1,25.0
9956,1,2,1210,2,0,75.0
9957,2,3,1000,3,1,90.0
9959,2,4,1800,3,2,190.0
9960,0,2,1185,2,2,43.66
9961,1,3,1600,3,3,130.0
9962,0,2,1100,2,1,28.0
9963,0,2,1300,2,2,69.23
9965,0,2,860,2,1,28.93
9966,0,2,1007,2,1,64.0
9968,0,2,1187,2,1,38.0
9969,0,2,1150,2,2,72.0
9970,0,3,2400,3,2,252.0
9971,0,2,1180,2,3,41.94
9972,0,3,1820,3,2,85.2
9974,2,3,2400,6,2,775.0
9975,0,4,3628,4,1,246.0
9976,1,3,1430,3,2,70.0
9978,2,2,1200,1,0,70.0
9979,0,2,1165,2,1,40.77
9980,0,3,1569,3,2,118.0
9981,0,3,1950,4,3,95.0
9982,2,2,1200,3,1,70.0
9983,0,3,2437,3,2,125.0
9984,0,2,950,2,2,46.7
9985,1,3,1685,3,3,115.0
9986,0,4,3270,4,3,205.0
9987,0,2,1314,2,2,110.0
9989,1,2,1130,2,2,68.0
9992,2,3,857,3,2,95.0
9994,0,3,1550,3,2,85.0
9995,0,3,1715,2,2,100.0
9996,0,2,1053,2,1,53.0
9997,2,3,1200,3,0,50.0
9998,2,3,1800,2,1,230.0
9999,1,5,2400,4,0,97.0
10000,0,2,1245,1,3,60.0
10002,2,4,3940,5,3,265.0
10003,1,3,1241,2,1,65.0
10004,1,3,2980,4,2,260.0
10006,0,2,1090,2,2,57.0
10007,0,3,1390,2,1,50.0
10009,0,3,2750,5,2,275.0
10010,0,3,1100,2,1,52.97
10011,1,2,1350,2,2,103.0
10012,1,2,800,2,2,55.0
10013,0,3,1787,3,2,116.0
10014,1,3,2400,3,2,220.0
10015,0,4,3700,4,2,325.0
10016,0,3,1691,3,2,93.01
10019,2,5,570,5,0,80.0
10020,0,3,1896,3,2,102.0
10021,0,3,1540,3,2,48.51
10022,0,2,1244,2,2,95.0
10023,0,3,1365,2,2,65.0
10024,0,1,580,1,1,27.5
10026,2,3,1500,4,2,180.0
10027,0,2,1513,2,3,62.0
10028,0,2,1175,2,1,41.13
10029,0,3,2087,4,2,139.0
10030,0,3,2273,3,2,145.0
10031,0,3,2050,3,2,150.0
10032,1,2,1200,2,1,75.0
10033,0,2,1190,2,3,59.0
10034,0,4,600,3,2,85.0
10036,0,3,1830,3,2,133.0
10038,0,2,1028,2,1,56.0
10039,1,2,1300,2,2,100.0
10040,0,2,1160,2,1,67.0
10041,0,3,1505,3,2,78.0
10043,2,1,400,2,1,50.0
10044,0,2,1175,2,1,41.68
10045,0,2,1100,2,2,57.6
10046,0,3,2159,3,2,120.0
10047,0,2,1230,2,1,56.45
10048,2,3,1200,4,2,180.0
10049,1,5,3100,6,1,165.0
10051,1,1,1200,1,0,48.0
10052,0,2,1340,2,1,71.0
10053,0,3,1750,2,2,89.0
10054,0,2,1400,2,1,100.0
10055,1,3,1350,3,0,60.0
10056,0,3,1675,3,3,62.0
10057,0,2,1340,2,1,66.33
10058,1,2,600,1,0,68.0
10059,0,2,1276,2,2,76.0
10060,0,3,1738,2,3,76.0
10061,0,2,1190,2,2,59.9
10062,0,2,1128,2,1,65.45
10064,1,2,1450,2,2,90.0
10065,0,2,1084,2,1,53.0
10066,1,4,2150,4,2,90.0
10067,1,4,6000,4,0,625.0
10068,2,4,600,3,0,77.0
10070,2,3,2400,4,1,240.0
10071,0,3,1304,3,0,65.0
10072,0,3,1640,3,2,268.0
10073,1,2,980,2,1,77.44
10074,0,2,1275,2,2,49.5
10075,2,1,10030,1,1,150.0
10076,2,3,2500,4,0,140.0
10077,1,4,3600,4,0,225.0
10078,2,3,2400,4,0,95.0
10079,0,3,2300,3,2,280.0
10080,0,3,1450,2,2,70.18
10081,0,2,890,2,1,40.0
10082,0,2,1340,2,3,85.0
10083,0,3,1100,2,1,75.0
10084,0,2,750,2,1,40.0
10085,2,4,700,4,2,125.0
10086,0,2,1300,2,2,66.0
10087,0,2,1301,2,1,120.0
10090,0,2,1299,2,1,105.0
10091,0,3,1250,3,3,40.0
10092,2,4,1600,4,2,300.0
10093,0,2,925,2,1,55.0
10094,2,3,3900,3,3,250.0
10095,0,2,1107,2,1,45.0
10096,2,2,1400,2,2,160.0
10097,0,2,1300,2,1,67.0
10098,1,2,570,2,1,62.0
10099,0,3,1715,3,2,95.0
10100,1,2,1200,2,1,55.0
10102,0,2,703,2,1,60.0
10103,0,2,921,2,2,29.47
10104,0,2,1144,2,2,65.0
10105,0,1,525,1,1,26.01
10106,0,3,1400,2,2,56.0
10107,0,1,661,1,1,33.0
10109,1,5,1200,5,2,70.0
10110,0,3,1705,3,1,91.0
10111,2,5,1035,5,1,170.0
10112,0,3,1430,2,0,55.0
10113,0,2,1240,2,2,55.0
10116,0,2,1000,2,3,28.0
10117,2,4,740,2,1,24.5
10118,0,3,1330,2,2,46.45
10120,0,3,1300,3,2,170.0
10122,1,4,936,2,1,60.84
10123,0,3,1500,2,2,100.0
10124,2,3,1200,4,1,156.0
10125,1,2,1073,2,2,72.0
10126,1,2,1300,2,2,56.0
10127,2,4,4201,4,3,435.0
10129,0,2,1216,2,1,66.88
10130,1,3,1252,3,2,59.0
10131,0,2,1196,2,1,44.8
10132,1,2,1027,2,2,44.0
10133,2,3,610,2,1,75.0
10134,0,3,1270,2,2,57.15
10135,0,2,1171,2,2,39.0
10136,0,3,1215,2,3,48.6
10137,2,1,600,1,0,20.0
10138,0,2,1180,2,1,77.0
10140,2,4,4382,4,3,400.0
10141,0,3,2140,3,2,139.0
10142,0,3,1500,3,1,100.0
10143,0,2,1008,2,2,52.0
10144,0,3,1921,4,3,129.0
10145,0,2,1127,2,2,32.0
10146,0,3,1621,3,1,124.0
10147,2,3,2400,3,0,360.0
10148,0,3,1030,2,2,77.25
10149,0,2,1314,2,1,84.0
10150,0,3,1220,3,1,56.0
10151,2,4,600,3,1,97.0
10152,1,3,1590,2,3,85.0
10153,0,2,703,2,1,49.5
10154,0,3,1795,3,2,64.62
10155,1,4,3000,3,0,132.0
10158,0,4,4025,6,1,350.0
10159,0,3,1254,2,1,70.0
10160,1,3,2040,3,2,114.0
10163,0,3,2475,4,3,337.0
10164,0,3,1669,3,2,298.0
10165,0,3,1820,3,2,79.5
10166,0,3,1623,3,1,89.0
10168,0,2,1200,2,2,40.5
10169,0,3,1613,3,3,72.0
10170,0,2,1293,2,2,80.0
10171,0,2,1065,2,2,28.5
10172,0,2,940,2,1,69.57
10173,0,3,1181,2,1,65.0
10174,0,3,2215,3,2,275.0
10176,0,2,1050,2,1,36.0
10177,0,3,1260,2,1,75.0
10178,0,5,2800,3,2,425.0
10179,0,3,1500,3,2,56.0
10181,2,2,1000,2,0,66.0
10182,0,3,1530,3,3,73.0
10184,0,3,1864,3,3,115.0
10185,1,3,1575,3,3,55.0
10187,0,2,945,2,1,45.0
10188,0,3,1691,3,2,100.0
10189,2,2,1200,2,3,135.0
10190,1,3,1220,3,1,35.25
10191,1,1,600,1,1,35.0
10192,0,2,1160,2,2,39.0
10194,0,3,1650,3,1,85.0
10195,1,4,2400,4,1,150.0
10196,0,2,795,1,1,32.6
10198,2,5,1400,5,1,97.0
10199,0,3,2285,4,1,165.0
10201,0,2,1263,2,1,51.5
10202,0,5,1200,4,2,115.0
10203,0,3,1345,2,1,69.0
10204,1,5,4400,5,3,240.0
10205,0,3,1360,2,1,58.0
10206,0,2,1026,2,1,60.55
10207,0,2,1050,2,2,38.0
10208,0,3,1460,3,3,76.0
10209,0,3,1525,2,2,91.48
10210,1,3,1843,3,2,85.0
10212,0,3,1642,2,1,115.0
10214,0,2,975,2,1,60.0
10215,0,3,1075,2,1,44.0
10216,0,2,1210,2,1,77.93
10217,0,3,2000,3,2,100.0
10218,0,2,1225,2,0,68.0
10219,0,2,1290,2,1,80.04
10220,1,2,1220,2,0,56.0
10221,2,1,1500,2,0,85.0
10222,0,2,1361,2,2,79.0
10224,1,2,1394,2,2,85.0
10225,0,2,870,2,1,27.0
10226,2,4,5000,5,3,300.0
10227,0,2,1222,2,2,98.0
10229,0,3,1846,3,2,135.0
10231,0,2,1167,2,2,64.08
10232,0,2,902,2,2,25.0
10233,0,4,2422,4,3,135.0
10235,1,2,1000,2,0,50.0
10236,1,2,1260,2,0,58.0
10237,1,3,3000,3,2,450.0
10238,0,2,939,2,2,39.0
10240,2,1,600,1,0,37.0
10241,1,2,1298,2,1,59.0
10242,0,3,1710,3,2,135.0
10244,0,3,3350,3,3,150.0
10245,2,2,1200,4,1,138.0
10246,1,2,1100,2,2,68.0
10247,0,1,615,1,1,46.0
10248,0,2,1350,2,1,85.0
10249,1,4,5000,5,2,325.0
10250,0,3,2700,3,1,501.0
10252,0,3,1718,3,2,130.0
10253,0,3,1680,3,2,112.0
10254,2,2,1500,2,0,90.0
10255,0,3,1157,2,1,72.0
10256,0,2,1179,2,1,51.0
10258,0,2,1105,2,2,28.18
10260,0,2,1010,2,1,52.0
10261,0,1,630,1,1,46.0
10263,0,2,1025,2,1,60.0
10264,0,2,1195,2,2,59.0
10265,0,2,1012,2,1,58.0
10266,0,3,1884,4,2,118.0
10267,0,2,1090,2,1,37.0
10269,0,4,2950,4,2,250.0
10270,0,3,1710,3,3,85.0
10271,0,3,1500,3,1,68.0
10272,0,3,1310,2,2,53.0
10274,1,3,1350,3,2,70.0
10275,1,3,1464,2,2,115.0
10276,1,3,715,2,1,29.0
10277,1,3,1400,2,1,40.45
10278,0,3,1625,2,2,48.75
10279,1,2,1065,2,1,30.76
10281,0,3,1385,3,3,90.0
10283,0,3,1817,3,2,110.0
10284,0,2,1205,2,1,47.0
10285,0,2,1070,2,2,33.43
10287,0,2,1340,2,1,75.0
10288,0,2,980,2,2,35.0
10289,1,2,1006,2,0,44.0
10290,0,2,1098,2,1,71.0
10291,1,2,1200,2,1,53.5
10293,0,2,1019,2,1,62.0
10294,0,2,1150,2,2,40.21
10296,0,2,1415,2,2,120.0
10297,1,3,1750,3,2,58.0
10298,0,3,1537,3,2,81.0
10299,1,2,1050,2,2,45.0
10300,0,3,1452,3,3,55.6
10301,0,2,1246,2,1,95.0
10302,1,3,1890,4,2,85.0
10303,0,2,972,2,1,40.0
10304,2,4,10624,4,2,2340.0
10305,2,4,1500,5,3,160.0
10306,0,1,630,1,1,33.7
10308,1,3,1255,2,1,60.0
10309,2,4,1900,4,2,185.0
10310,2,3,2440,3,1,142.0
10311,0,3,1938,3,3,92.69
10312,0,3,1711,3,2,125.0
10314,0,2,1392,2,1,95.0
10315,0,2,1225,2,1,77.0
10317,0,3,1750,3,2,120.0
10318,0,3,1260,2,1,80.0
10319,0,1,691,1,1,31.1
10320,2,4,2400,3,2,400.0
10321,0,2,1285,2,1,78.0
10322,1,3,1590,3,2,96.0
10323,0,3,1571,3,2,65.0
10324,1,5,2800,5,1,220.0
10325,0,2,1060,2,1,48.66
10327,2,4,702,4,0,65.0
10328,2,3,2400,2,2,185.0
10329,0,3,1520,2,3,81.0
10331,0,2,1170,2,1,45.51
10332,0,3,1580,3,2,75.0
10334,0,2,1303,2,2,55.78
10335,1,2,1680,2,3,59.0
10337,0,3,1835,3,1,108.0
10338,2,3,610,3,1,60.0
10339,1,2,1080,2,2,38.0
10340,1,2,1025,2,1,29.61
10341,0,2,1225,2,1,67.48
10342,0,1,656,1,1,34.77
10343,0,2,994,2,2,45.0
10344,0,2,1025,2,1,65.0
10345,1,2,1156,2,2,52.0
10347,1,4,3092,4,3,230.0
10348,0,3,1930,4,2,122.0
10349,1,2,1020,2,1,70.0
10350,1,3,1310,2,1,70.0
10352,1,2,1322,2,3,70.0
10353,0,2,1160,2,2,57.0
10355,1,3,1720,3,3,150.0
10357,0,2,1090,2,1,47.42
10358,0,2,2000,2,0,75.0
10359,0,2,1155,2,2,69.0
10361,1,4,3913,5,0,176.0
10362,0,3,3520,5,2,320.0
10363,0,2,1125,2,2,39.98
10364,1,3,1847,3,3,92.0
10365,0,3,1515,2,1,76.0
10367,2,5,2500,3,1,120.0
10368,1,2,1130,2,2,55.0
10369,0,2,1049,2,1,51.0
10370,0,3,2650,4,0,175.0
10373,2,5,2600,5,3,370.0
10374,0,2,1282,2,1,72.0
10375,0,2,800,2,1,40.0
10378,0,3,1318,2,1,68.0
10379,0,2,1698,2,1,105.0
10380,0,3,2030,2,1,182.0
10381,0,3,1276,2,1,31.9
10382,0,3,1555,2,1,67.0
10383,0,3,1881,3,2,145.0
10384,0,3,2900,3,2,325.0
10385,0,3,1890,3,2,109.0
10387,0,2,935,2,1,32.0
10388,0,2,1000,2,3,58.0
10389,0,3,1510,3,2,75.0
10390,1,2,1120,2,1,50.0
10391,0,2,930,2,1,25.99
10394,0,2,1175,2,2,62.0
10395,1,3,1350,2,1,63.0
10396,0,3,2215,3,2,330.0
10397,0,2,996,2,1,24.9
10398,0,2,1076,2,1,30.13
10399,0,4,2180,4,3,115.0
10400,0,3,1715,3,3,112.0
10401,0,2,1072,2,2,45.0
10402,0,2,1230,2,1,80.0
10403,0,3,1600,2,1,65.0
10404,0,3,1411,3,1,93.25
10405,1,5,3600,5,3,145.0
10406,0,3,2404,3,2,138.0
10408,2,3,1200,3,2,226.0
10409,1,3,1208,3,1,45.0
10410,2,5,1700,5,2,300.0
10411,0,2,1225,2,1,69.84
10412,0,2,1162,2,1,69.0
10413,0,3,1262,2,1,65.0
10414,0,2,1050,2,2,35.0
10417,0,3,1610,3,3,85.0
10418,0,2,1340,2,2,41.0
10419,0,3,2275,4,2,182.0
10421,1,2,1500,2,0,145.0
10422,2,4,3150,3,1,135.0
10424,0,2,980,2,1,25.0
10425,1,3,1800,3,2,60.0
10426,0,3,1423,2,1,71.73
10427,0,2,1106,2,3,40.0
10428,1,2,1105,2,2,27.6
10429,2,4,7500,6,2,1800.0
10430,0,2,1255,2,1,56.7
10432,0,2,1061,2,1,38.95
10433,2,2,600,2,2,29.5
10434,0,3,1400,2,2,40.45
10435,0,3,2100,3,2,145.0
10436,0,2,660,1,1,16.5
10437,1,2,633,1,1,18.0
10438,0,2,1260,2,3,120.0
10440,0,3,2047,3,2,67.55
10441,1,4,2597,4,3,189.0
10442,1,2,1211,2,1,63.0
10443,0,3,1904,3,2,129.0
10444,0,2,1205,2,1,73.87
10445,0,2,1164,2,2,64.08
10446,0,2,1410,2,2,73.0
10447,1,2,1150,2,1,42.0
10448,0,2,1170,2,2,53.11
10449,1,2,1420,2,1,62.0
10450,0,2,1125,2,2,45.0
10451,1,3,1789,3,3,75.0
10452,0,2,1021,2,1,76.0
10453,0,2,1074,2,2,26.85
10454,0,2,1222,2,3,48.0
10455,0,3,1981,3,1,134.0
10456,1,2,1103,2,2,55.0
10457,0,2,1201,2,1,65.0
10458,0,2,970,2,1,36.0
10459,0,2,920,2,2,33.0
10460,0,3,1520,3,3,85.0
10461,2,3,675,3,2,75.0
10462,0,3,1268,2,1,75.0
10463,0,1,660,1,0,30.0
10464,0,3,1755,3,2,115.0
10465,0,2,945,2,1,35.0
10468,1,4,1632,3,0,140.0
10469,0,2,1167,2,2,37.5
10470,0,2,1276,2,2,80.0
10471,1,2,1234,2,2,51.0
10472,0,2,1180,2,1,75.0
10473,0,3,1370,2,2,87.0
10476,1,3,1400,3,1,90.0
10477,2,5,1500,6,3,155.0
10478,2,2,1050,2,0,40.0
10479,0,2,1251,2,1,46.0
10481,0,2,1346,2,1,67.38
10484,0,3,1290,2,3,51.1
10487,0,2,1150,2,2,52.0
10489,1,3,2690,3,2,295.0
10492,0,3,2735,4,2,340.0
10493,1,2,950,2,0,65.0
10494,1,3,1491,3,3,40.5
10495,0,2,1050,2,1,51.66
10496,0,3,1660,3,2,131.0
10497,0,2,1134,2,2,55.0
10501,2,4,1200,4,3,240.0
10502,2,3,980,3,1,80.0
10504,0,1,705,2,1,50.0
10505,0,3,1200,2,2,35.0
10507,0,3,1804,3,2,127.0
10508,1,2,750,2,0,20.0
10509,0,2,420,1,1,25.0
10510,1,4,2800,4,2,252.0
10511,0,2,1090,2,2,38.37
10512,2,2,1500,2,0,230.0
10513,1,3,1287,3,1,55.0
10514,0,3,2215,4,2,157.0
10516,1,2,1045,2,2,42.15
10517,0,2,1263,2,1,47.36
10518,0,3,1431,3,2,85.0
10519,0,2,999,2,2,32.9
10521,0,3,1535,3,1,72.0
10522,0,4,2524,5,2,180.0
10524,2,3,600,3,2,125.0
10525,0,3,2095,3,2,150.0
10526,0,1,284,1,1,8.0
10528,0,2,1265,2,2,68.0
10529,0,2,1215,2,1,44.96
10530,2,2,2200,2,0,180.0
10531,1,2,1028,2,1,51.0
10534,0,3,2077,3,3,175.0
10535,2,4,2880,3,2,211.0
10537,0,2,708,2,1,31.15
10538,0,2,1200,2,3,120.0
10539,1,2,925,2,1,46.25
10540,1,3,2826,3,1,148.0
10542,1,4,3500,4,0,150.0
10544,2,4,1000,5,2,200.0
10545,1,3,1450,2,1,90.0
10547,0,2,1185,2,3,55.0
10548,1,4,1900,4,2,80.0
10550,0,1,660,1,1,35.0
10551,0,3,1920,4,2,121.0
10554,0,4,4550,2,1,240.0
10555,0,2,1205,2,1,68.32
10557,0,3,1421,2,2,73.0
10558,0,3,1250,3,3,48.9
10559,0,1,524,1,1,29.0
10563,0,2,985,2,1,50.17
10564,1,4,2830,4,3,161.0
10565,0,2,1140,2,3,60.0
10566,1,5,3600,5,3,130.0
10568,0,3,1700,2,2,86.0
10570,2,4,1800,3,2,700.0
10571,0,2,1333,2,1,86.65
10572,0,2,1258,2,1,85.5
10573,0,3,1458,2,2,87.0
10574,1,2,1386,2,1,85.0
10576,1,1,550,1,1,27.0
10577,0,2,1200,2,3,83.0
10578,0,2,1081,2,1,39.0
10579,0,4,2135,3,2,149.0
10580,1,4,2500,4,0,100.0
10581,0,2,1178,2,1,80.0
10582,0,2,991,2,2,40.0
10583,0,3,1493,2,3,90.0
10584,0,3,2495,3,3,130.0
10585,0,2,1080,2,1,31.99
10586,0,2,814,2,1,53.0
10587,0,2,1025,2,1,50.0
10589,0,4,3075,2,3,188.0
10594,1,4,2700,4,3,295.0
10595,0,2,1175,2,2,52.86
10596,0,4,4235,5,3,364.0
10599,0,2,1450,2,2,50.75
10600,0,3,1810,3,3,131.0
10601,0,3,1426,2,3,71.0
10602,1,3,2400,2,3,195.0
10603,1,2,1100,2,1,70.0
10604,0,1,650,1,1,35.0
10607,0,2,1360,2,3,110.0
10608,0,1,674,1,1,36.85
10609,0,3,1655,3,2,110.0
10610,2,2,1300,2,2,95.0
10611,1,1,936,1,0,53.0
10612,0,2,1277,2,2,92.0
10614,0,2,1015,2,1,39.08
10615,0,2,1153,2,2,60.0
10616,0,2,1035,2,1,51.5
10617,1,5,3300,3,1,255.0
10618,0,2,1150,2,1,46.0
10619,0,2,1020,2,1,80.0
10621,0,2,1160,2,1,95.0
10623,1,2,1225,2,2,72.0
10624,2,4,5000,5,3,950.0
10625,2,2,1600,2,1,160.0
10626,2,2,600,1,0,90.0
10627,1,3,1350,3,2,60.0
10628,0,3,1300,3,1,69.0
10629,0,2,830,2,1,36.28
10631,0,4,3126,5,3,345.0
10632,0,2,905,2,2,55.0
10633,0,3,1375,2,0,75.0
10635,0,2,1140,2,2,33.84
10636,0,3,1550,2,2,60.0
10637,0,2,957,2,1,55.0
10639,0,4,3000,4,2,235.0
10641,2,5,2400,5,1,150.0
10642,2,4,2400,4,2,595.0
10643,0,2,925,2,1,37.0
10644,1,2,1415,2,2,60.0
10645,2,1,500,2,0,80.0
10646,0,2,1225,2,1,37.0
10647,1,4,2000,4,0,90.0
10648,0,1,840,1,1,57.0
10650,0,3,1732,3,1,112.0
10651,2,1,1200,1,0,45.0
10652,0,2,1260,2,1,69.9
10653,0,2,1092,2,1,49.0
10654,0,2,827,2,0,34.0
10656,0,2,650,1,1,40.0
10658,0,3,1725,3,2,106.0
10659,1,2,1000,2,0,70.0
